,0
0,0.5749271020439248
1,0.8134971890292855
2,0.7814154719529094
3,0.377917164251195
4,-0.12700882131139507
5,-0.2783894615570798
6,0.466699607601545
7,0.821484747583258
8,0.5317121775499535
9,0.09681102525280479
10,-0.08718152098806968
11,-0.0919917836783911
12,0.8054965253692665
13,0.6766956026095589
14,0.13141195145686907
15,0.2539810216842097
16,0.6354136341006179
17,-1.1672129208015314
18,2.586645234127633
19,-1.9621036701540076
20,-0.06320112642628888
21,0.44519393478787966
22,-0.7906422525132285
23,-1.8263007253974544
24,-1.9585738810698108
25,-0.8676139144229585
26,-1.6641892848829758
27,-1.4180502803130608
28,-2.1787078961968707
29,0.9669424694342054
30,-0.8003714345487144
31,-2.0601878645729013
32,0.2941621880645652
33,0.22024193363176622
34,0.39972092696579553
35,-1.0311321725597637
36,0.061962829732390715
37,-1.0078487936464273
38,0.040933745555731704
39,-0.21505059228092466
40,-1.106098705127374
41,-2.2456108216196444
42,-0.2101174574071014
43,0.5104919377671358
44,0.5822671365118626
45,-0.3794322562587844
46,1.131646810682588
47,0.5242955929919393
48,0.7186500193448019
49,1.3162732665582828
50,0.14289124914708043
51,0.5179295301989066
52,1.1587198578804352
53,-0.5074427720505547
54,-1.764875657572378
55,0.7094713842680573
56,-0.36159795014798296
57,0.08638269036197892
58,0.9997543319675223
59,0.42142763277017714
60,0.13141195145686907
61,-0.08237599864114781
62,-0.7121332854028724
63,-0.0381479895960419
64,-1.6741648834662868
65,-1.2779588373619237
66,2.534968701239935
67,-0.2971761936940157
68,-0.17450070196724699
69,-0.6429440390678972
70,0.4376444864485809
71,0.3251868997118398
72,-0.2683993870630124
73,-1.0020452780469349
74,1.1006556014256834
75,-1.1209341391646044
76,0.2886012302183296
77,0.9251264097257124
78,0.5073009222272242
79,-0.6120593761811328
80,-0.2683993870630124
81,-1.6113280257058862
82,1.2882504800862704
83,2.6890641243830675
84,0.6787505556137974
85,0.7804095094105286
86,0.010397400929005115
87,-0.3349681943201496
88,-0.02745020817896864
89,0.18626778268993016
90,0.037420064553297536
91,-0.2534525449948473
92,-0.6348682932416615
93,-0.5363517424499606
94,0.14059755041857452
95,-1.1387964426788015
96,-0.5139979597656026
97,1.4784952278394372
98,0.013930600025900108
99,-1.6277856971050186
100,0.9417012248269286
101,0.5454559794477519
102,-0.8633839849338806
103,0.5528404749310301
104,0.2707634292327698
105,0.2707634292327698
106,-1.4007105376283342
107,0.09565342206472378
108,-0.43074978754807364
109,0.5179295301989066
110,0.5696774477454504
111,-1.0209320123044783
112,0.12220901707755409
113,-1.7869677825825303
114,-0.8535283950774786
115,-0.7340435875009769
116,2.69042434849423
117,0.23714065704741577
118,-0.7864785379523958
119,-1.9479998182198455
120,-1.1507410987598345
121,-0.3730553710726741
122,1.057124445527822
123,-0.4656969555646782
124,-0.5588084685572489
125,-0.7753926487632045
126,0.6591934497732375
127,0.5444001380650647
128,-1.2733577330039978
129,-0.5192484619222723
130,2.7371212336958717
131,0.5560018386766962
132,0.40732926994427254
133,0.7491212916261232
134,1.6750131977751785
135,-1.9797910432156833
136,-0.5153100554029827
137,-0.48913498768845315
138,1.1325828704621987
139,0.7328936446807663
140,0.24276057631286474
141,0.2886012302183296
142,0.3307063155890319
143,0.051459623407369405
144,0.2674115651482982
145,-0.2783894615570798
146,-0.19289068004246862
147,0.7541813765534398
148,-0.8577497804863018
149,0.5041078171866492
150,-0.35778478425038523
151,0.1152954005032771
152,-1.92341580947254
153,0.8868876025694473
154,0.0115754184264345
155,0.9221955851917939
156,-0.15739906928482697
157,-0.0167758440328969
158,0.5115551457527938
159,1.0987710010517378
160,0.6797777074673904
161,0.466699607601545
162,1.0485618385746376
163,0.580171110944711
164,-0.37815621192155474
165,0.1930815752380959
166,-0.7244457146293567
167,0.07476943551162295
168,-2.16580491235107
169,0.1279628860718487
170,2.5524883126941615
171,1.555481288594007
172,0.4116715706825809
173,0.9387803481856025
174,0.11875343402974883
175,0.7166118151743156
176,-0.4721962280273591
177,-1.2902497157197674
178,1.5777440996207106
179,-1.4576896093535716
180,-1.058926357518986
181,0.5812192363451795
182,0.15777405076633488
183,-0.044101357942495596
184,0.6591934497732375
185,2.6143521462056376
186,0.05496320641539502
187,2.4399754289377724
188,-0.9086935179417677
189,0.3196612295377011
190,-0.07158085694015798
191,-0.9933529345565704
192,-0.601362572534828
193,-0.42044298654987233
194,0.6972062675772228
195,-0.5363517424499606
196,-1.095740690658393
197,-0.12216390943058651
198,-0.10886516870383268
199,0.435485352737459
200,1.2764508941912824
201,1.38607799417424
202,1.242710333952455
203,-1.8573058674070742
204,1.8534330892871298
205,0.0115754184264345
206,-0.11611453090153219
207,-0.8073327539420555
208,0.5211136004438617
209,-0.33623298576982935
210,1.6177322780143917
211,1.057124445527822
212,-0.00967256031963255
213,-0.75329619223212
214,0.5062367861822155
215,0.3877409237374654
216,-0.18797990076853827
217,0.15663083111348552
218,1.9080262560763013
219,2.5524883126941615
220,-0.4747983643788037
221,0.125662153117212
222,-0.9143869259520887
223,0.986270292623981
224,0.2874882772506113
225,0.9939800229365029
226,0.7783969615458525
227,0.5317121775499535
228,-1.9479998182198455
229,1.1128877823287946
230,-1.9550466451786648
231,0.5770253823718652
232,-0.8059396948247672
233,1.0237406243382672
234,-0.013222908788729133
235,-2.0493913950551157
236,0.10143869194117294
237,-0.04529290429097921
238,-0.03576867585920745
239,0.5854094865767144
240,0.5906422410297959
241,-1.6459535208213298
242,0.6385219334134865
243,1.8388790640043133
244,0.6073494210793845
245,0.010397400929005115
246,-1.6031199722498557
247,1.568337619285998
248,0.5030429840331877
249,-1.070676732859737
250,-0.8115143206469622
251,-1.6575502050189308
252,-2.16580491235107
253,0.5686268383679289
254,-0.12458576366805324
255,0.3207668645967166
256,-1.7835624728024575
257,2.1736963390524937
258,-0.5880244805022006
259,0.017461240996035427
260,0.9814455139510734
261,-1.5169535761176078
262,1.1091273013968068
263,0.5221744953478379
264,-1.5137316378392487
265,1.7810441520680897
266,0.20554885395841896
267,0.2863750702130422
268,1.4064721103367313
269,-2.258726996231603
270,-2.0064429773332697
271,-0.2534525449948473
272,-0.5906891818837557
273,-1.5185653439084799
274,-0.14765356835066284
275,0.3439274806881509
276,-1.4736360048814996
277,0.8314508319982055
278,-0.49174618100755435
279,-0.3109992766458644
280,-0.1330717381770857
281,0.821484747583258
282,-0.5813690906238833
283,-0.2286425021259295
284,0.9997543319675223
285,-0.6672518327753308
286,0.835431569694286
287,0.12220901707755409
288,0.7217057291514656
289,0.3713569793063372
290,-0.3034545560997242
291,-1.0986978789884985
292,-1.5476686336514633
293,0.3207668645967166
294,-1.5089027184082642
295,0.2774602534579504
296,0.18740407616050195
297,-0.6093829746831573
298,-0.749164230335216
299,-0.11369687918770637
300,0.17375104790368387
301,0.2919385658614687
302,0.5612662280543289
303,-0.07517658285475558
304,-0.21751903242824278
305,-0.34002932960259363
306,-0.4488392750905627
307,0.08522260866103755
308,-1.8280180712179503
309,0.6146408512210193
310,0.9572497542435935
311,0.9202407231063243
312,-0.6026983904878173
313,-0.7422853980379596
314,0.3185553437393549
315,-0.060809560215086836
316,1.8437352337735087
317,-0.5469067323000826
318,0.5623184242838707
319,0.8691372773435443
320,2.573429098125361
321,-0.42044298654987233
322,2.6088233435647394
323,0.6550661508329024
324,-0.672670059340423
325,-0.22988001092762197
326,0.31523618077043974
327,-1.4545065782961037
328,0.20894349621656436
329,-0.2996865687337022
330,0.7612566858780633
331,-0.14643674902884393
332,-0.5561611267946757
333,-0.5271348303369622
334,-2.074620441610398
335,-0.1696083981639697
336,0.466699607601545
337,-0.5100637898007818
338,0.900648879127294
339,-1.2948667936157976
340,-1.3273093246668806
341,0.19761881995426775
342,0.04444489660642632
343,0.2997168115230036
344,0.4441161574806087
345,0.6828578655276241
346,0.125662153117212
347,0.08057952008659669
348,0.020989327541034244
349,-1.5282471539854874
350,-0.10765798874795003
351,1.2746330364230183
352,-1.3443895642198627
353,0.5812192363451795
354,-0.3160355832199437
355,0.871112729429258
356,2.6549346219148857
357,-0.3768805014088798
358,-0.3198162295446561
359,-0.015591244632708544
360,-1.265698860050777
361,0.6208819827131871
362,-1.9868839948762644
363,0.2874882772506113
364,-0.3374981053532369
365,-1.338171643827635
366,0.9582198931917671
367,0.9582198931917671
368,-0.12579714198924608
369,-1.1105445982238737
370,-2.361112477388327
371,0.5465115922686066
372,-0.1647209976978222
373,0.34062554845033477
374,-0.41786968653928785
375,0.2963847967661714
376,0.31523618077043974
377,0.3713569793063372
378,0.9833759983020566
379,0.5675760025903694
380,-0.24972298197794218
381,0.24837402623273
382,-1.1642139026215816
383,0.11183491302021788
384,-0.4462509505038413
385,-0.12700882131139507
386,0.16120210251165698
387,1.6666316154317256
388,-1.3552900394113074
389,-0.6604875045899652
390,0.465626573510542
391,0.10606197117527827
392,0.7023204824213437
393,-1.270292740189772
394,-0.23359442274126316
395,-2.0836625421186414
396,-0.3692332388794299
397,0.6509353556626373
398,0.6052641512563306
399,-0.2796396611298539
400,0.18626778268993016
401,0.5906422410297959
402,-1.197304984248718
403,0.8552866598564932
404,0.4095009036505666
405,-1.0457409414452843
406,-1.106098705127374
407,-1.5460472193698906
408,1.6573952050119758
409,-0.060809560215086836
410,0.9853057187098672
411,1.446128632010855
412,-1.4243709596256018
413,1.336960797052319
414,0.4505792510799929
415,-1.0501321199562381
416,0.00568248307858525
417,-1.8263007253974544
418,0.8174926037607014
419,0.5454559794477519
420,0.06545887725235322
421,0.23714065704741577
422,0.1817199591782994
423,-0.7395365798102126
424,0.1152954005032771
425,-0.9716896230204
426,-4.096299248028665
427,-2.1529359797746
428,-1.11796343946451
429,-0.412727156764618
430,1.7150454669885724
431,1.5054487609556007
432,2.397556023811664
433,-0.26092023926727675
434,1.1025394737330243
435,0.017461240996035427
436,-0.2846436671173453
437,-0.017960731271601495
438,-1.4576896093535716
439,0.07128005904295069
440,1.2225371432883791
441,-0.8563422459385304
442,-0.2646583792793047
443,-1.5282471539854874
444,-0.10886516870383268
445,-0.07158085694015798
446,0.03507620322151053
447,0.9436475044005204
448,-1.1373054157884503
449,0.1600596863398875
450,-0.08117535763867853
451,0.6302287283416543
452,-1.1358148446605723
453,-0.21628465616373782
454,-0.5561611267946757
455,-1.7801595393727405
456,0.9182850770376416
457,0.6281532214335827
458,-0.11611453090153219
459,-0.4191561668018338
460,-0.013222908788729133
461,-0.05006200335755578
462,0.3174492070879299
463,-0.6821664662499131
464,-0.6713149381959805
465,0.026863805310738727
466,0.9698465311023075
467,1.3162732665582828
468,0.6000470721164739
469,-0.2696470277009834
470,-0.34636314450383304
471,-0.15008811827986163
472,0.10028218691810827
473,-0.5973573128378704
474,0.8671610246693213
475,0.12451137944652378
476,-0.4540200494497401
477,0.12911284561187877
478,0.05029120279392309
479,-1.5153423408784668
480,0.3593070040685661
481,-0.16227913314659687
482,-0.4255936639834762
483,-0.6916814027456042
484,-0.12822080178411865
485,0.7794033393034023
486,-0.38198534710605836
487,-0.502204959079843
488,0.06662366966369901
489,-1.9797910432156833
490,0.8294592438933747
491,-2.4754917226746054
492,-0.36795986025699784
493,0.9035926784360702
494,1.0713621298228757
495,0.14174453464281747
496,0.492381844222864
497,0.4591834057725884
498,1.2591538229926569
499,0.30526511500799836
500,1.1568575689874967
501,1.0978284276638774
502,0.5179295301989066
503,0.017461240996035427
504,-0.9386583442099938
505,-2.0637920062054818
506,-0.9991461082784849
507,1.5666253989710395
508,-1.6459535208213298
509,-0.9832314116201247
510,-0.11853338184740568
511,0.5507317599114053
512,0.06545887725235322
513,0.008040511851275106
514,-1.036970429356391
515,0.5496770603491863
516,-1.665850468141039
517,-0.254696366811794
518,0.2774602534579504
519,0.23376559399407965
520,-0.5126862170793071
521,0.2741129909490607
522,-0.34256186843225284
523,1.7982218049134338
524,0.7632763187116091
525,-0.8324761099396415
526,-1.0501321199562381
527,1.3144701963188867
528,0.5019779183072324
529,0.015107764402620058
530,2.174452311987409
531,0.6457669360935976
532,0.6115172874928512
533,1.131646810682588
534,1.4993754884245873
535,0.37026275661423447
536,0.6354136341006179
537,0.4602578584390241
538,1.2855300318110279
539,-0.4995881608378721
540,-0.15008811827986163
541,-0.4969727660812094
542,1.4047020909318548
543,0.6808046430101768
544,0.6219213951453246
545,0.24612942163296225
546,2.3306652905473486
547,-0.0476768708047997
548,0.07593200636154179
549,-0.2274053072932396
550,1.7892315337880937
551,-2.0422070056791184
552,-0.3299123064572882
553,-0.3947708903689149
554,-0.21381684062174788
555,0.2584619807928979
556,-0.648335309276416
557,-0.0381479895960419
558,-0.35143612639895877
559,-0.7039422363209107
560,0.19421628226052834
561,0.43440542727475884
562,-2.094535240952741
